OBJECTID,PLAN_NO,BHC_TYPE,BHC_VALUE,SHAPE_Leng,Shape__Area,Shape__Length
1419,S/H8/26,BHCB,110,152.13080466,1651.03515625,164.885721234498
1420,S/H8/26,BHCB,33,133.669772849,1296.37890625,144.864467139925
1421,S/H8/26,BHCB,100,287.211741687,3493.28125,311.598663112272
1422,S/H8/26,BHCB,130,369.977887411,9935.40625,400.720519254374
1423,S/H8/26,BHCS,12,321.207596531,5563.44921875,348.426760293331
1424,S/H8/26,BHCB,100,226.996768554,2999.001953125,245.825534853615
1425,S/H8/26,NBA,NBA,92.2880049289,423.65625,100.144166140767
1426,S/H8/26,NBA,NBA,221.861437843,1101.341796875,239.811970728962
1427,S/H8/26,NBA,NBA,214.156554168,1130.072265625,231.545223214303
1428,S/H8/26,NBA,NBA,103.389427575,404.17578125,112.23280691733
1429,S/H8/26,NBA,NBA,102.195159445,401.537109375,110.934330498832
1430,S/H8/26,BHCB,110,135.119814993,1441.896484375,146.421749628317
1431,S/H8/26,BHCB,110,317.094198274,5288.677734375,343.055553134598
1432,S/H8/26,BHCB,120,188.015508744,2041.341796875,203.790409978216
1433,S/H8/26,BHCB,100,201.573101391,2964.166015625,218.237222246105
1434,S/H8/26,BHCS,1,342.108629834,8024.5703125,370.550078439347
1435,S/H8/26,BHCB,120,515.307665861,13087.140625,557.427090178268
1436,S/H8/26,BHCB,100,350.558809703,6961.037109375,379.312086406859
1437,S/H8/26,BHCS,20,152.817006406,1585.720703125,165.685732549983
1438,S/H8/26,BHCB,120,107.927052824,818.8515625,116.986589505491
1439,S/H8/26,BHCB,110,300.697835699,5064.609375,325.749586368529
1440,S/H8/26,BHCS,1,40.2078098723,106.66015625,43.5601610431384
1441,S/H8/26,BHCB,100,296.238386845,5295.806640625,320.521288322704
1442,S/H8/26,BHCB,210,428.061090806,10720.76171875,463.825431544807
1443,S/H8/26,BHCS,12,597.542175224,14705.25,647.387161540936
1444,S/H8/26,BHCB,162,311.980185357,5689.994140625,337.967179761922
1445,S/H8/26,BHCS,12,556.563326216,15764.201171875,602.899067607164
1446,S/H8/26,BHCS,8,168.286830515,1785.42578125,182.334913290953
1447,S/H8/26,BHCB,100,276.097784853,5001.232421875,298.827202644208
1448,S/H8/26,BHCB,120,419.495406523,7854.177734375,454.687114616471
1449,S/H8/26,BHCB,110,576.143785307,14915.947265625,623.659313527815
1450,S/H8/26,BHCB,100,241.246206613,2498.728515625,260.989215084386
1451,S/H8/26,BHCB,100,227.788325798,2171.462890625,246.30224407303
1452,S/H8/26,BHCB,130,520.236771306,14531.58203125,563.199355705041
1453,S/H8/26,BHCB,120,556.428930674,12456.248046875,603.020948809902
1454,S/H8/26,BHCB,130,713.413957276,13310.01953125,773.878712503682
1455,S/H8/26,BHCB,110,237.012675392,3502.5625,256.821300715522
1456,S/H8/26,BHCB,100,181.620454442,2359.576171875,196.861675727042
1457,S/H8/26,BHCB,100,263.827919259,4684.974609375,285.558940571426
1458,S/H8/26,BHCB,100,147.459493665,1542.259765625,159.836147497528
1459,S/H8/26,BHCB,80,790.970514644,34353.240234375,855.829487454897
1460,S/H8/26,BHCB,100,372.059538151,9363.623046875,402.78795674204
1461,S/H8/26,BHCB,80,102.250203909,553.001953125,110.738743252967
1462,S/H8/26,BHCB,120,108.592850621,734.705078125,117.622628699388
1463,S/H8/26,BHCS,8,273.49317957,3528.97265625,295.968763624058
1464,S/H8/26,BHCB,120,322.82083549,6991.7578125,349.496851894107
1465,S/H8/26,BHCB,110,444.902569394,8911.447265625,482.26945740778
1466,S/H8/26,BHCB,120,489.469083409,12262.353515625,530.434287705464
1467,S/H8/26,BHCS,3,105.969244373,639.72265625,114.797259248523
1468,S/H8/26,BHCS,6,280.244082021,2932.857421875,303.053615126625
1469,S/H8/26,BHCB,100,273.866940083,5581.38671875,296.579775750037
1470,S/H8/26,BHCS,1,461.897625913,12667.802734375,500.951624384964
1471,S/H8/26,BHCB,110,132.942195864,1374.708984375,144.025278494949
1472,S/H8/26,BHCB,110,487.798642881,10463.423828125,527.565232566409
1473,S/H8/26,BHCB,100,266.861289591,4528.3125,288.797023832582
1474,S/H8/26,BHCS,8,642.381929977,19018.0078125,696.404140804334
1475,S/H8/26,BHCB,120,285.789038323,5682.0703125,309.425538742188
1476,S/H8/26,BHCB,100,131.057919332,922.34375,142.174367116612
1477,S/H8/26,BHCB,100,350.164697511,4185.796875,378.879476690624
1478,S/H8/26,BHCB,130,539.992682802,9504.904296875,583.891215296017
1479,S/H8/26,BHCS,2,391.52320039,9018.634765625,423.871899378857
1480,S/H8/26,BHCB,120,252.69579224,3783.779296875,273.740857189633
1481,S/H8/26,BHCB,100,549.907202093,20408.603515625,595.792646042418
1482,S/H8/26,BHCS,2,310.57627604,2932.6875,336.71734758516
1483,S/H8/26,BHCS,8,508.627792835,13691.546875,551.603104567452
1484,S/H8/26,BHCS,6,430.343004582,11413.93359375,466.3875433822
1485,S/H8/26,BHCS,1,114.085013951,556.548828125,123.807285536408
1486,S/H8/26,BHCS,1,131.025994714,840.26171875,141.81659446513
1487,S/H8/26,BHCS,3,108.578842829,864.626953125,117.622720375325
1488,S/H8/26,BHCB,100,185.115835406,2508.63671875,200.562052304713
1489,S/H8/26,BHCB,65,278.615584732,5529.2578125,301.636794729877
1490,S/H8/26,BHCB,120,1436.1157883,30101.14453125,1557.2593765779
1491,S/H8/26,BHCB,130,574.271357643,10891.5703125,622.261112600358
1492,S/H8/26,BHCS,6,158.7265826,1881.291015625,171.981925666478
1493,S/H8/26,BHCS,3,162.060636188,1889.650390625,175.53055295829
1494,S/H8/26,BHCS,8,190.962092367,2678.513671875,206.82496285301
1495,S/H8/26,BHCB,120,297.596349792,3547.505859375,321.836223548339
1496,S/H8/26,BHCB,130,156.785119617,1667.72265625,169.872343065817
1497,S/H8/26,BHCB,100,214.901862225,3245.697265625,232.65464454398
1498,S/H8/26,BHCS,17,204.942261084,2588.55078125,222.214906840854
1499,S/H8/26,BHCB,120,172.656920777,2178.689453125,187.074408589491
1500,S/H8/26,BHCB,100,260.914039831,4311.22265625,282.395003108122
1501,S/H8/26,BHCB,110,322.235861279,5154.685546875,348.756941402112
1502,S/H8/26,BHCB,100,308.660681128,6317.703125,334.372176526096
1503,S/H8/26,BHCS,2,219.675955892,3514.025390625,238.220240173374
1504,S/H8/26,BHCB,110,327.294971928,5361.1953125,354.609535976729
1505,S/H8/26,BHCB,45,243.113346368,4333.71484375,263.391629238364
1506,S/H8/26,BHCB,220,204.942261084,2588.55078125,222.214906840854
1507,S/H8/26,BHCB,110,473.00059399,8177.689453125,511.49063142685
1508,S/H8/26,BHCS,8,602.40324472,10729.76953125,653.057893037435
1509,S/H8/26,BHCS,13,337.162749796,7696.62109375,365.007914421892
1510,S/H8/26,BHCS,6,160.481010249,1474.103515625,174.10669395687
1511,S/H8/26,BHCS,1,356.863422132,10752.0390625,386.472534655138
1512,S/H8/26,BHCB,120,747.487229531,22620.314453125,810.061595962667
1513,S/H8/26,BHCS,1,163.490152845,2052.595703125,177.211620811909
1514,S/H8/26,BHCB,130,893.476813994,29422.94921875,968.385328561618
1515,S/H8/26,BHCB,110,341.790106255,6188.21875,369.778621409354
1516,S/H8/26,BHCB,130,650.293726104,11791.193359375,704.036316599449
1517,S/H9/18,BHCS,3,1961.81867233,160608.75390625,2125.73109589171
1518,S/H9/18,BHCS,8,449.451089077,8494.625,487.419067434841
1519,S/H9/18,BHCB,100,200.384601848,2887.86328125,217.205315672738
1520,S/H9/18,BHCS,3,183.973435678,1374.462890625,199.219025369896
1521,S/H9/18,BHCB,80,167.534519774,1455.591796875,181.206851818279
1522,S/H9/18,BHCS,1,112.451983817,542.08203125,121.662078013694
1523,S/H9/18,NBA,NBA,141.036605613,798.59375,152.519694139617
1524,S/H9/18,BHCB,120,326.710390475,6545.009765625,353.476687020103
1525,S/H9/18,BHCS,6,212.707549682,3155.40234375,230.249093937832
1526,S/H9/18,BHCS,5,113.972760486,871.2421875,123.568647200583
1527,S/H9/18,BHCB,190,813.920691512,36431.830078125,881.382536551633
1528,S/H9/18,BHCB,100,453.926386191,7893.671875,491.099890930911
1529,S/H9/18,BHCS,4,436.234234169,11540.458984375,472.398269552852
1530,S/H9/18,BHCB,100,319.446067271,3520.494140625,345.786416024777
1531,S/H9/18,BHCS,3,137.669464267,1106.53125,149.194917222465
1532,S/H9/18,BHCB,115,571.306592594,6952.884765625,618.992859126196
1533,S/H9/18,BHCB,100,182.518814689,2341.65234375,197.622124660439
1534,S/H9/18,BHCB,100,758.025471553,23341.375,822.544076872938
1535,S/H9/18,BHCS,1,27.1578148542,52.134765625,29.4039193370376
1536,S/H9/18,BHCS,1,52.5429066374,170.3125,56.8575737790035
1537,S/H9/18,BHCB,100,241.637402546,3559.185546875,261.900258231346
1538,S/H9/18,BHCB,45,269.18545448,5210.220703125,291.543789067206
1539,S/H9/18,BHCS,8,306.447727316,6725.81640625,331.901286663902
1540,S/H9/18,BHCB,160,665.719515538,31995.142578125,720.88347554101
1541,S/H9/18,BHCS,5,138.065332109,1328.369140625,149.617461418045
1542,S/H9/18,BHCS,3,168.017082186,1279.55859375,181.746620694138
1543,S/H9/18,BHCB,145,801.809442801,34459.64453125,868.996253150877
1544,S/H9/18,BHCB,100,202.66240859,2940.869140625,219.699101758413
1545,S/H9/18,BHCB,100,240.254006198,3808.685546875,260.443796646907
1546,S/H9/18,BHCS,3,159.597498255,1628.77734375,172.912480828572
1547,S/H9/18,BHCB,100,222.246150958,2315.841796875,241.160013375655
1548,S/H9/18,BHCS,2,65.5495961992,313.041015625,70.998658678691
1549,S/H9/18,BHCS,16,152.547156781,1587.8046875,165.253657015897
1550,S/H9/18,BHCS,4,153.848706619,1683.71484375,166.639375829355
1551,S/H9/18,BHCB,120,846.661416501,35614.1796875,917.145966157662
1552,S/H9/18,BHCB,145,271.009831375,5405.68359375,293.497963348927
1553,S/H9/18,BHCS,2,210.410244345,2185.20703125,227.933444068858
1554,S/H9/18,BHCS,10,145.484962346,1170.158203125,157.39073286383
1555,S/H9/18,BHCB,100,357.155422882,5606.818359375,386.46810034864
1556,S/H9/18,BHCB,100,373.590927805,6498.18359375,404.778946733752
1557,S/H9/18,BHCB,100,176.770629887,1557.521484375,191.644777351201
1558,S/H9/18,BHCS,8,507.592283513,11553.111328125,549.81114212013
1559,S/H9/18,BHCB,100,539.647683724,8551.494140625,585.264588282996
1560,S/H9/18,BHCS,3,83.2851615975,476.751953125,90.2480650341716
1561,S/H9/18,BHCB,115,822.498570581,16479.25,890.78066121336
1562,S/H9/18,BHCB,100,297.582246659,5190.166015625,322.106259307499
1563,S/H9/18,BHCB,100,123.701969385,973.287109375,133.882186085662
1564,S/H9/18,BHCB,120,306.282656174,6657.173828125,331.769473961914
1565,S/H9/18,BHCB,80,200.178881229,2692.365234375,216.77832106765
1566,S/H9/18,BHCB,100,569.072673117,9663.36328125,616.79984803714
1567,S/H9/18,BHCB,190,532.189383976,15559.9296875,575.912872801412
1568,S/H9/18,BHCB,135,359.473122396,4931.724609375,389.771298191902
1569,S/H9/18,BHCB,120,540.482587632,17261.435546875,585.828035036585
1570,S/H9/18,BHCB,100,327.244823826,6166.162109375,354.062654871894
1571,S/H9/18,BHCS,2,329.149532932,5284.9921875,356.361385948931
1572,S/H9/18,BHCB,100,163.903956563,1690.501953125,177.738932176774
1573,S/H9/18,BHCS,9,124.273675601,1054.904296875,134.598082657837
1574,S/H9/18,BHCB,140,333.658651675,8281.017578125,361.419472922367
1575,S/H9/18,BHCS,8,337.453324148,8260.025390625,365.566707671247
1576,S/H9/18,BHCS,1,78.0647915173,412.138671875,84.5592558698615
1577,S/H9/18,BHCB,100,692.020586259,27139.3671875,750.695957686773
1578,S/H9/18,BHCB,100,261.529391662,4163.0390625,283.591513794393
1579,S/H9/18,BHCB,100,282.92024275,4727.5078125,306.241580759944
1580,S/H9/18,BHCS,6,170.265136923,1999.7421875,184.376229098729
1581,S/H9/18,BHCS,1,354.685099715,7850.001953125,384.385862082777
1582,S/H9/18,BHCB,115,681.899805444,13499.4296875,739.049151867895
1583,S/H9/18,BHCS,8,438.669543664,10725.091796875,475.30153168844
1584,S/H9/18,BHCS,2,84.9756492353,474.943359375,92.0738274432224
1585,S/H9/18,BHCB,145,226.678086075,3488.59375,245.734522054608
1586,S/H9/18,BHCS,2,362.787848474,6722.388671875,392.556279831689
1587,S/H9/18,BHCS,1,576.19819034,26408.6015625,624.430570059362
1588,S/H9/18,BHCB,100,298.668805613,3922.69921875,323.822410413132
1589,S/H9/18,BHCB,80,416.375692589,7336.146484375,450.955933446748
1590,S/H9/18,BHCB,80,197.336892326,2505.125,214.022354965232
1591,S/H9/18,BHCS,9,324.62671122,6615.236328125,351.639830081358
1592,S/H9/18,BHCS,3,253.31236441,4653.443359375,274.426852435897
1593,S/H9/18,BHCB,120,221.134203357,2661.33203125,239.834351861884
1594,S/H9/18,BHCB,100,109.329531697,779.294921875,118.409315386678
1595,S/H9/18,BHCS,1,79.2204448542,463.404296875,85.8067200775726
1596,S/H9/18,BHCS,4,164.040070009,1636.96875,177.606708858802
1597,S/H9/18,BHCB,100,237.349753458,3665.470703125,256.974964346364
1598,S/H9/18,BHCS,3,48.2954550215,127.166015625,52.2953022861331
1599,S/H9/18,BHCB,120,359.415039664,9328.55078125,389.4000713878
1600,S/H9/18,BHCB,115,144.374152055,1515.953125,156.423097397617
1601,S/H9/18,BHCB,100,156.375919396,1690.18359375,169.373181797487
1602,S/H9/18,BHCB,100,179.118396219,2260.26171875,194.14563865742
1603,S/H9/18,BHCS,8,336.902196295,7968.466796875,364.697034439999
1604,S/H9/18,BHCB,80,329.552869341,5197.5234375,356.291536789086
1605,S/H9/18,BHCS,1,288.783814654,5449.599609375,312.91257297836
1606,S/H9/18,BHCS,8,697.902571204,22779.78515625,755.810433931613
1607,S/H9/18,BHCB,100,536.556152857,8883.072265625,581.698830142154
1608,S/H9/18,BHCS,3,2417.51527438,311190.619140625,2622.25795622653
1609,S/H9/18,BHCS,8,234.025885765,3966.80859375,253.512370677863
1610,S/H9/18,BHCS,8,489.778924674,8436.89453125,530.68382227349
1611,S/H9/18,BHCS,3,64.4356096146,266.1875,69.740472918532
1612,S/H9/18,BHCS,2,401.380775583,8703.162109375,434.436937162523
1613,S/H9/18,BHCS,1,45.0821081648,148.701171875,48.8442434528388
1614,S/H9/18,BHCS,8,77.1672089306,434.943359375,83.598759520613
1615,S/H9/18,BHCB,120,1005.14859737,36015.490234375,1088.1033683618
1616,S/H9/18,BHCB,115,407.094596883,8884.470703125,440.280888751313
1617,S/H9/18,BHCB,115,530.899310065,10588.955078125,574.911325028169
1618,S/H9/18,BHCB,145,1836.61833215,78222.05078125,1989.86426238172
1619,S/H9/18,BHCS,3,58.3201236464,241.86328125,63.1719458623282
1620,S/H9/18,BHCS,1,316.472749978,7499.94140625,343.127549962997
1621,S/HSK/2,BHCB,120,510.85086135,19178.146484375,554.124028524791
1622,S/HSK/2,BHCS,8,541.574347091,15769.5390625,587.514065011146
1623,S/HSK/2,BHCB,140,1172.42433952,42139.44140625,1271.8243793549
1624,S/HSK/2,BHCB,25,491.285502199,15374.154296875,533.008659363592
1625,S/HSK/2,BHCB,140,585.173509637,24013.505859375,635.223550506232
1626,S/HSK/2,BHCB,110,766.129477785,19483.39453125,830.150563037562
1627,S/HSK/2,BHCS,1,290.000056346,5823.1328125,314.510032676467
1628,S/HSK/2,BHCB,130,680.952223483,32861.400390625,738.562135273819
1629,S/HSK/2,BHCB,130,876.71014915,50089.146484375,950.886424476104
1630,S/HSK/2,BHCS,8,351.804508701,9024.716796875,381.294877916647
1631,S/HSK/2,BHCB,25,209.530962256,2367.955078125,226.965736945961
1632,S/HSK/2,BHCS,8,404.590560177,10365.51953125,438.674340929695
1633,S/HSK/2,BHCS,5,330.676642052,7357.873046875,358.784584369184
1634,S/HSK/2,BHCS,3,723.18830013,38519.033203125,784.499186563087
1635,S/HSK/2,BHCS,3,353.829233619,8704.296875,383.473359351556
1636,S/HSK/2,BHCB,140,572.851560083,20258.1953125,621.556440783932
1637,S/HSK/2,BHCB,80,572.01536585,18140.23828125,620.971754917588
1638,S/HSK/2,BHCB,25,139.018063223,1262.1484375,150.912953087815
1639,S/HSK/2,BHCB,25,820.707014983,18179.380859375,890.742293840005
1640,S/HSK/2,BHCB,25,162.974278042,1789.171875,176.792322133834
1641,S/HSK/2,BHCB,25,239.824417246,2800.150390625,260.15257714382
1642,S/HSK/2,BHCB,25,221.823220083,2967.5859375,240.239248820066
1643,S/HSK/2,BHCB,50,577.949986479,22486.638671875,627.484801870223
1644,S/HSK/2,BHCB,40,234.766481816,3163.76953125,254.801678683231
1645,S/HSK/2,BHCB,140,716.391866626,37566.9296875,776.753667801999
1646,S/HSK/2,BHCB,120,202.271786953,2788.009765625,219.448964053843
1647,S/HSK/2,BHCS,8,928.202127162,34752.70703125,1006.03026640944
1648,S/HSK/2,BHCS,8,885.458357516,34064.244140625,960.5347690141
1649,S/HSK/2,BHCB,40,720.981725142,24240.6171875,782.839488327795
1650,S/HSK/2,BHCB,90,464.204573684,15282.501953125,503.462059262667
1651,S/HSK/2,BHCB,140,955.713916573,55625.623046875,1036.58878259523
1652,S/HSK/2,BHCB,110,1013.93281576,60409.83984375,1100.6743571449
1653,S/HSK/2,BHCB,110,1198.45506702,97084.76953125,1301.25264142602
1654,S/HSK/2,BHCB,110,927.186521909,51994.681640625,1005.19926407026
1655,S/HSK/2,BHCB,110,1910.60243031,133199.044921875,2072.66147797483
1656,S/HSK/2,BHCB,110,1297.45655763,107219.91796875,1408.58506652126
1657,S/HSK/2,BHCS,8,563.548669992,21563.65625,611.560056215506
1658,S/HSK/2,BHCB,20,1922.07573214,55465.22265625,2087.45195234956
1659,S/HSK/2,BHCB,180,710.537388861,36733.490234375,770.909717243341
1660,S/HSK/2,BHCB,60,513.382014459,13834.236328125,557.28169879739
1661,S/HSK/2,BHCB,140,736.144543228,21080.923828125,797.517976309621
1662,S/HSK/2,BHCS,3,694.753685657,21082.216796875,753.22956353853
1663,S/HSK/2,BHCS,8,560.442036305,15503.880859375,608.032038233662
1664,S/HSK/2,BHCS,5,338.718988811,7361.236328125,367.873988937672
1665,S/HSK/2,BHCB,200,478.368530133,16117.392578125,518.639067135638
1666,S/HSK/2,BHCB,90,1162.07793986,56981.44921875,1258.22219662806
1667,S/HSK/2,BHCB,180,818.817290586,45894.76171875,887.957657207026
1668,S/HSK/2,BHCB,160,766.082162613,29991.921875,829.978902337788
1669,S/HSK/2,BHCS,3,330.96797083,7389.12890625,358.729388248053
1670,S/HSK/2,BHCS,8,344.928112816,8859.734375,373.965396126355
1671,S/HSK/2,BHCS,8,688.883674672,29585.4921875,747.177364550115
1672,S/HSK/2,BHCB,160,1652.53769335,71529.15625,1792.32283668109
1673,S/HSK/2,BHCB,80,1339.93186459,85684.66796875,1453.53232552327
1674,S/HSK/2,BHCB,60,352.327649505,8932.4375,381.946712083148
1675,S/HSK/2,BHCS,8,473.360630709,16793.27734375,513.154962309276
1676,S/HSK/2,BHCS,8,563.197678167,22278.296875,610.345432424091
1677,S/HSK/2,BHCS,8,1012.61846367,33336.75,1099.17367359698
1678,S/HSK/2,BHCS,8,387.427986344,9677.197265625,419.774064616539
1679,S/HSK/2,BHCB,80,1333.89754175,52186.220703125,1447.90152882804
1680,S/HSK/2,BHCB,80,474.954769372,12320.759765625,514.372461954722
1681,S/HSK/2,BHCB,160,389.556621065,11633.013671875,422.492324039919
1682,S/HSK/2,BHCS,8,359.369105146,9721.435546875,389.573425081158
1683,S/HSK/2,BHCB,160,895.211540377,40178.0703125,971.120848913617
1684,S/HSK/2,BHCB,180,1067.29556237,55946.412109375,1156.67159308251
1685,S/HSK/2,BHCB,200,931.806900484,44965.037109375,1010.22711644769
1686,S/HSK/2,BHCB,90,409.473005741,12658.353515625,444.167025356392
1687,S/HSK/2,BHCB,80,441.41703633,13142.01953125,478.763453050407
1688,S/HSK/2,BHCB,80,960.587423712,49792.802734375,1040.48338292843
1689,S/HSK/2,BHCB,35,672.221789862,16208.650390625,727.732076620474
1690,S/HSK/2,BHCB,200,764.228707855,41584.244140625,828.668219462503
1691,S/HSK/2,BHCB,60,691.040988006,24764.890625,750.082351084567
1692,S/HSK/2,BHCB,200,731.35441919,26789.716796875,792.338035528537
1693,S/HSK/2,BHCB,160,644.112138088,18105.923828125,698.059213973456
1694,S/HSK/2,BHCB,100,505.589324047,15900.83203125,548.789858352913
1695,S/HSK/2,BHCB,120,481.715701832,16872.208984375,522.471189180721
1696,S/HSK/2,BHCS,8,594.979013931,22115.697265625,645.272008068142
1697,S/HSK/2,BHCB,80,655.969434474,20178.353515625,710.985063978567
1698,S/HSK/2,BHCB,40,247.227746551,4714.466796875,268.064938565569
1699,S/HSK/2,BHCB,140,1122.31824949,43844.890625,1217.34848572672
1700,S/HSK/2,BHCB,80,2949.88409619,94564.568359375,3201.79147260801
1701,S/HSK/2,BHCB,90,1269.55534532,60330.60546875,1377.08365970876
1702,S/HSK/2,BHCB,110,947.32738336,54604.79296875,1027.67928117699
1703,S/HSK/2,BHCB,50,932.343941744,48808.736328125,1011.54643669687
1704,S/HSK/2,BHCB,135,533.963112299,14939.640625,578.990089337898
1705,S/HSK/2,BHCB,50,596.10579424,24367.125,646.762147260134
1706,S/HSK/2,BHCS,8,586.034787054,22257.21875,635.771366155272
1707,S/HSK/2,BHCB,140,2253.87537451,143946.583984375,2445.90790920172
1708,S/HSK/2,BHCN, ,256.890856284,4676.55859375,278.823336709812
1709,S/HSK/2,BHCN, ,1316.00403215,110807.822265625,1427.61661436032
1710,S/HSK/2,BHCB,90,999.464946716,75536.388671875,1084.4737642288
1711,S/HSK/2,BHCN, ,433.874228008,12608.060546875,470.875548842057
1712,S/HSK/2,BHCN, ,1091.53098036,36034.826171875,1183.57760144014
1713,S/HSK/2,BHCN, ,229.135411341,3771.1484375,248.622777817741
1714,S/HSK/2,BHCS,1,192.159667409,2697.64453125,208.338825246607
1715,S/HSK/2,BHCS,2,392.3161825,7136.28515625,425.34350281544
1716,S/HSK/2,BHCS,3,579.049707995,17231.765625,628.474990708374
1717,S/HSK/2,BHCS,5,362.518957895,8011.470703125,393.365180044246
1718,S/HSK/2,BHCB,110,2600.4282753,181519.646484375,2819.9846698628
1719,S/HSK/2,BHCN, ,383.373194119,11454.041015625,415.911567592897
1720,S/HSK/2,BHCN, ,204.636174908,2818.115234375,221.893243251317
1721,S/HSK/2,BHCN, ,1365.90113403,81622.9921875,1480.04309694239
1722,S/HSK/2,BHCN, ,592.279837155,12738.27734375,642.541415076467
1723,S/HSK/2,BHCN, ,879.12505779,33789.552734375,953.448323130198
1724,S/HSK/2,BHCN, ,1965.12587179,154329.783203125,2133.43144445743
1725,S/HSK/2,BHCN, ,1187.64657564,112655.091796875,1288.27369680987
1726,S/HSK/2,BHCN, ,1451.21103339,130064.671875,1575.19489885112
1727,S/HSK/2,BHCN, ,482.052510968,9440.439453125,523.183876985122
1728,S/HSK/2,BHCN, ,3630.15520838,608543.86328125,3939.54993618148
1729,S/HSK/2,BHCN, ,1793.95241582,126884.84375,1947.53806654639
1730,S/HSK/2,BHCN, ,621.519273331,15423.20703125,674.066348234614
1731,S/HSK/2,BHCN, ,1133.47351582,89086.306640625,1229.97889509665
1732,S/HSK/2,BHCS,8,407.959123722,10726.224609375,442.36888320665
1733,S/HSK/2,BHCB,90,528.322274036,17926.171875,572.999777615977
1734,S/HSK/2,BHCB,110,868.731846218,30350.78515625,942.856100525799
1735,S/HSK/2,BHCB,40,327.82963233,3950.9375,355.79514158801
1736,S/HSK/2,BHCB,50,797.097301851,51733.833984375,864.363084944505
1737,S/HSK/2,BHCB,50,414.850608058,11808.701171875,449.978121096691
1738,S/HSK/2,BHCB,25,173.175322067,2019.2109375,188.005565543383
1739,S/HSK/2,BHCB,60,560.003620982,17356.44140625,608.095857983216
1740,S/HSK/2,BHCS,8,351.397840446,8589.833984375,381.134136640965
1741,S/HSK/2,BHCB,90,388.283896617,10376.595703125,421.203335377888
1742,S/HSK/2,BHCB,25,195.158385238,2719.376953125,211.652652116113
1743,S/HSK/2,BHCB,40,213.689269897,3293.548828125,231.573067116081
1744,S/HSK/2,BHCB,30,218.87805537,3541.501953125,237.511551919938
1745,S/HSK/2,BHCB,35,254.012176237,4103.951171875,275.754464163777
1746,S/HSK/2,BHCB,180,366.691981605,8004.994140625,397.631724728277
1747,S/HSK/2,BHCB,160,767.057009942,32158.681640625,831.928321010918
1748,S/HSK/2,BHCB,160,471.257726244,15594.490234375,510.789658423833
1749,S/HSK/2,BHCB,130,542.604236005,18085.62890625,588.274023585289
1750,S/HSK/2,BHCB,160,643.398874474,25324.35546875,697.865239754545
1751,S/HSK/2,BHCS,8,543.393567302,19661.69921875,589.624295812625
1752,S/HSK/2,BHCB,160,512.119024036,17664.1171875,555.064118256437
1753,S/HSK/2,BHCB,160,669.040147589,24671.26953125,724.441595752964
1754,S/HSK/2,BHCB,120,562.059353209,18643.412109375,609.104594817384
1755,S/HSK/2,BHCB,120,583.479325327,24346.638671875,632.291240741437
1756,S/HSK/2,BHCS,8,453.247900771,11845.25390625,491.525809820895
1757,S/HSK/2,BHCB,35,315.402116383,6314.07421875,342.523312916346
1758,S/I-CLK/14,BHCB,20,1717.1914551,216295.736328125,1860.5666217283
1759,S/I-CLK/14,BHCB,25,304.735739411,5823.099609375,330.495385105565
1760,S/I-CLK/14,BHCS,2,1710.89919231,65647.486328125,1855.31039319207
1761,S/I-CLK/14,BHCB,30,1418.86053118,110994.75390625,1539.26232558952
1762,S/I-CLK/14,BHCB,45,1130.11713319,70539.353515625,1223.0934971095
1763,S/I-CLK/14,BHCB,15,1559.73620091,154945.5625,1691.5327399842
1764,S/I-CLK/14,BHCS,1,452.596784025,4690.978515625,490.590312228482
1765,S/I-CLK/14,BHCB,45,1134.32506008,70563.490234375,1227.57747268556
1766,S/I-CLK/14,BHCB,25,79.9975955641,469.58984375,86.6804963685347
1767,S/I-CLK/14,BHCB,15,9029.08184749,633790.98828125,9780.36532889444
1768,S/I-CLK/14,BHCB,30,219.997785044,3551.80859375,238.389252051638
1769,S/I-CLK/14,BHCB,40,1771.50187119,230259.234375,1919.60791576834
1770,S/I-CLK/14,BHCB,20,1014.17681138,40523.236328125,1097.07113833617
1771,S/I-LWKS/2,BHCS,2,73.6423272096,365.158203125,79.7185554020799
1772,S/I-LWKS/2,BHCS,1,94.4389509842,452.046875,102.22156081407
1773,S/I-LWKS/2,BHCS,2,53.5384264869,163.279296875,57.9392972871961
1774,S/I-LWKS/2,BHCS,2,94.6938833085,655.78125,102.558936756743
1775,S/I-LWKS/2,BHCS,2,94.7969001177,559.82421875,102.637487898284
1776,S/I-LWKS/2,BHCS,2,117.515629629,645.626953125,127.24313465059
1777,S/I-LWKS/2,BHCS,1,68.1323200585,293.5703125,73.7358288019286
1778,S/I-LWKS/2,BHCS,1,52.8434711089,204.66796875,57.2233169085133
1779,S/I-LWKS/2,BHCS,2,137.257886341,1062.283203125,148.604214715261
1780,S/I-LWKS/2,BHCS,2,64.7254443991,299.23046875,70.097568816993
1781,S/I-LWKS/2,BHCS,2,88.0778576051,360.306640625,95.341200472867
1782,S/I-LWKS/2,BHCS,2,113.297281777,560.1796875,122.717680865191
1783,S/I-LWKS/2,BHCS,2,70.1726597951,391.921875,75.9763462797559
1784,S/I-LWKS/2,BHCS,2,50.614385336,148.81640625,54.815733429512
1785,S/I-LWKS/2,BHCS,2,136.830264128,778.58203125,148.244538402935
1786,S/I-LWKS/2,BHCS,2,279.20290893,3083.740234375,302.345945183118
1787,S/I-LWKS/2,BHCS,1,58.4889488661,198.35546875,63.2911430327422
